ntd_id,agency_name,doing_business_as,state,reporter_type,organization_type,agency_url,match_tier,match_evidence
40054,City of Johnson City,Johnson City Transit System,TN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.johnsoncitytransit.org/,no_candidate,
40055,City of Bristol Tennessee,Bristol Tennessee Transit System,TN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.bristoltn.org/142/Transit,no_candidate,
40056,Pee Dee Regional Transportation Authority,,SC,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.pdrta.org/,no_candidate,
40057,Jackson Transit Authority,,TN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridejta.com/,registry_name_exact,registry:jackson-transit-authority
40058,City of Rome,,GA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.romega.us/193/Transit,no_candidate,
40060,City of Hattiesburg,Hub City Transit,MS,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.hattiesburgms.com/hct/,no_candidate,
40063,Brevard Board of County Commissioners,Space Coast Area Transit,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.321transit.com/,weak_shared_token,registry:emerald-coast-rider-ecr
40064,East Alabama Regional Planning and Development Commission,Areawide Community Transportation System,AL,Reduced Reporter,"MPO, COG or Other Planning Agency",https://www.earpdc.org/transportation-services/,registry_name_exact,registry:areawide-community-transportation-system
40071,"City of Huntsville, Alabama",Huntsville Transit,AL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.huntsvilleal.gov/residents/streets/public-transportation/,registry_domain,registry:huntsville-shuttle-2081
40073,Lee-Russell Council of Governments,Lee-Russell Public Transit and Phenix City Express,AL,Reduced Reporter,"MPO, COG or Other Planning Agency",https://www.lrcog.com/public-transit/,no_candidate,
40074,Pasco County Board of County Commissioners,GoPasco,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.gopasco.com/,weak_shared_token,registry:pasco-county-public-transportation
40077,South Florida Regional Transportation Authority,Tri-Rail,FL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.tri-rail.com/,registry_name_exact,registry:south-florida-regional-transportation-authority-tri-rail
40078,Cobb County,CobbLinc,GA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cobbcounty.org/transportation/cobblinc,registry_name_exact,registry:cobblinc
40080,City of Kingsport,Kingsport Area Transit Service,TN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.kingsporttransit.org/,no_candidate,
40081,City of Anderson,,SC,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofandersonsc.com/transit/,no_candidate,
40082,County of Douglas,Connect Douglas,GA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.connectdouglas.com,no_candidate,
40086,Metropolitan Bus Authority,,PR,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.dtop.pr.gov/,registry_domain,registry:puerto-rico-ati
40087,City of Durham,GoDurham,NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.godurhamtransit.org/,registry_name_exact,registry:godurham
40092,City of Clarksville,Clarksville Transit System,TN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridects.com,no_candidate,
40093,City of Greensboro,Greensboro Transit Agency,NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridegta.com/,registry_name_exact,registry:greensboro-transit-authority-gta
40094,Alternativa de Transporte Integrado,Autoridad de Transporte Integrado,PR,Full Reporter,State Government Unit or Department of Transportation,https://www.ati.pr.gov,registry_domain,registry:puerto-rico-ati
40095,City of Greenville,Greenville Area Transit,NC,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.greenvillenc.gov/government/public-works/great-bus-system,no_candidate,
40096,City of Rocky Mount,Tar River Transit,NC,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.tarrivertransit.org,registry_name_exact,registry:tar-river-transit
40100,Santee Wateree Regional Transportation Authority,Santee Wateree RTA,SC,Full Reporter,Independent Public Agency or Authority of Transit Service,www.swrta.com,atlas_ntd_id,transitland-atlas
40101,City of Spartanburg South Carolina,Spartanburg Area Regional Transportation System,SC,Reduced Reporter,Independent Public Agency or Authority of Transit Service,https://www.cityofspartanburg.org/296/Public-Transportation,no_candidate,
40102,Waccamaw Regional Transportation Authority,Coast RTA,SC,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.coastrta.com/,no_candidate,
40104,Indian River County,GoLine,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.golineirt.com/,no_candidate,
40105,Puerto Rico Highway and Transportation Authority,,PR,Full Reporter,State Government Unit or Department of Transportation,https://act.dtop.pr.gov/,registry_domain,registry:puerto-rico-ati
40108,Research Triangle Regional Public Transportation Authority,GoTriangle,NC,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gotriangle.org/,registry_ntd_id,"registry:gotriangle,gotriangle-3183"
40110,Charleston Area Regional Transportation Authority,,SC,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridecarta.com/,registry_name_exact,registry:charleston-area-regional-transportation-authority-carta
40112,City of San Juan,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://sanjuan.pr/lineasj/,no_candidate,
40114,Municipality of Aguada,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
40115,Municipality of Caguas,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.caguas.gov.pr/transportacion-publica/,no_candidate,
40117,Municipality of Vega Baja,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.vegabaja.gov.pr,no_candidate,
40120,"City of Ocala, Florida",SunTran,FL,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.ocalafl.org/government/city-departments-i-z/suntran,registry_name_exact,registry:suntran-343
40121,Municipality of Hormigueros,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.municipiohormiguerospr.com,no_candidate,
40122,Municipality of Cayey,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
40123,Municipality of Gurabo,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
40124,Municipality of Cidra,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
40125,Municipality of Carolina,Gobierno Municipal Autonomo de Carolina,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.municipiocarolina.com,no_candidate,
40126,Municipality of Humacao,Sistema de Transporte Colectivo de Humacao,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,weak_shared_token,registry:puerto-rico-ati
40128,Okaloosa County Board of County Commissioners,EC RIDER,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ECRider.org,weak_shared_token,registry:emerald-coast-rider-ecr
40130,Macon-Bibb County Transit Authority,,GA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.mta-mac.com/,no_candidate,
40131,Davidson County,Davidson County Transportation,NC,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.co.davidson.nc.us/258/Transportation,atlas_ntd_id,transitland-atlas
40132,Goldsboro-Wayne Transportation Authority,,NC,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.RideGWTA.com/,no_candidate,
40137,Municipality of Bayamon,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.municipiodebayamon.com/servicios-municipales/desarrollo-urbano/planificacion-ordenamiento-territorial-y-administracion-de-fondos-federales,no_candidate,
40138,Gwinnett County Board of Commissioners,Ride Gwinnett,GA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridegwinnett.com,weak_shared_token,"registry:gwinnett-county-transit,gwinnett-county-transit-2241"
40140,Collier County,Collier Area Transit,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.rideCAT.com,registry_name_exact,"registry:collier-area-transit-cat,collier-area-transit-cat-2259"
40141,Central Midlands Regional Transportation Authority,The COMET,SC,Full Reporter,Independent Public Agency or Authority of Transit Service,https://catchthecometsc.gov/,registry_name_exact,"registry:the-comet,the-comet-2209"
40143,Town of Cary,GoCary,NC,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.gocary.org,registry_ntd_id,"registry:gocary,gocary-2277"
40144,City of Gainesville,Hall Area Transit,GA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.gainesville.org/hall-area-transit,no_candidate,
40145,Municipality of Manati,Municipio de Manati,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
40146,Hernando County Board of County Commissioners,TheBus,FL,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.hernandobus.com/,weak_shared_token,registry:hernando-county-transit-thebus
40147,North Carolina State University,,NC,Full Reporter,University,http://www.ncsu.edu/transportation/,registry_name_exact,"registry:north-carolina-state-university-ncsu,north-carolina-state-university-ncsu-2245"
40150,Municipality of Barceloneta,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
40151,Municipality of Hatillo,,PR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
40155,"St Johns County, Florida",St Johns County Sunshine Bus Company,FL,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://sunshinebus.net/,weak_shared_token,"registry:central-florida-regional-transit-authority-lynx,florida-department-of-transportation-sunrail,south-florida-regional-transportation-authority-tri-rail,sunshine-bus-company"
40156,Lower Savannah COG,,SC,Reduced Reporter,"MPO, COG or Other Planning Agency",www.bestfriendexpress.com,no_candidate,
