id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry,service_horizon_status
erie-metropolitan-transit-authority,Erie Metropolitan Transit Authority,2026-07-10,F,45.7,67.8,0.0,51.3,,-982,within_review_threshold
erie-metropolitan-transit-authority-412,Erie Metropolitan Transit Authority,2026-07-10,F,45.7,67.8,0.0,51.3,,-982,within_review_threshold
escambia-county-area-transit-ecat,Escambia County Area Transit (ECAT),2026-07-10,F,46.7,63.8,0.0,60.0,,-1347,within_review_threshold
escambia-county-area-transit-ecat-335,Escambia County Area Transit (ECAT),2026-07-10,F,46.7,63.8,0.0,60.0,,-1347,within_review_threshold
estes-transit-2047,Flex v2 included,2026-07-10,C,70.2,82.0,100.0,29.8,,318,within_review_threshold
estes-transit-459,Estes Transit,2026-07-10,C,72.8,88.0,100.0,29.8,,318,within_review_threshold
etrans,eTrans,2026-07-10,A,96.7,94.0,100.0,97.7,,144,within_review_threshold
etrans-65,eTrans,2026-07-10,A,96.7,94.0,100.0,97.7,,144,within_review_threshold
eugene-to-bend,Eugene to BEND,2026-07-10,F,54.0,80.5,0.0,60.0,,-3477,within_review_threshold
eugene-to-coos-bay,Eugene to Coos Bay,2026-07-10,F,54.8,82.5,0.0,60.0,,-3477,within_review_threshold
everett-transit,Everett Transit,2026-07-10,C,71.3,83.5,95.0,35.2,,57,within_review_threshold
everett-transit-3038,Everett Transit,2026-07-10,C,77.2,84.0,95.0,35.2,100.0,57,within_review_threshold
express-arrow,Express Arrow,2026-07-10,F,49.9,82.0,0.0,45.0,,-830,within_review_threshold
express-arrow-460,Express Arrow,2026-07-10,F,49.9,82.0,0.0,45.0,,-830,within_review_threshold
ez-rider,EZ Rider,2026-07-10,F,46.3,41.2,85.0,22.5,,8939,unusually_distant
fairfax-connector,Fairfax Connector,2026-07-10,D,61.3,44.8,100.0,53.5,,813,within_review_threshold
fairfax-cue-bus-cue,Fairfax CUE Bus (CUE),2026-07-10,D,68.3,91.5,85.0,22.5,,4952,unusually_distant
fairfax-cue-bus-cue-2885,Fairfax CUE Bus (CUE),2026-07-10,D,63.1,79.5,85.0,22.5,,8939,unusually_distant
fairfax-cue-bus-cue-484,Fairfax CUE Bus (CUE),2026-07-10,D,68.3,91.5,85.0,22.5,,4952,unusually_distant
fairfield-and-suisun-transit-fast-transit,Fairfield and Suisun Transit (FAST Transit),2026-07-10,F,48.4,67.0,0.0,61.0,,-10,within_review_threshold
farmville-area-bus,Farmville Area Bus,2026-07-10,D,64.2,86.0,36.7,55.6,,22,within_review_threshold
farmville-area-bus-461,Farmville Area Bus,2026-07-10,D,64.2,86.0,36.7,55.6,,22,within_review_threshold
fast-transit,Fairfield and Suisun Transit (FAST),2026-07-10,F,50.1,71.0,0.0,61.0,,-10,within_review_threshold
fcrta,Fresno County Rural Transit Agency (FCRTA),2026-07-10,A,90.3,98.8,100.0,70.5,,174,within_review_threshold
flixbus,Flixbus,2026-07-10,F,52.3,64.2,0.0,77.5,,-1946,within_review_threshold
florida-department-of-transportation-sunrail,Florida Department of Transportation (SunRail),2026-07-10,A,91.9,95.5,85.0,92.5,,174,within_review_threshold
foothill-transit,Foothill Transit,2026-07-10,F,50.9,61.5,100.0,37.5,0.0,113,within_review_threshold
fort-worth-transit-authority,Fort Worth Transit Authority,2026-07-10,C,75.1,77.0,100.0,52.5,,78,within_review_threshold
four-county-transit,Four County Transit,2026-07-10,B,80.9,93.5,100.0,48.1,,294,within_review_threshold
four-county-transit-2448,Flex,2026-07-10,C,75.7,81.5,100.0,48.0,,294,within_review_threshold
franklin-county-public-transportation,Franklin County Public Transportation,2026-07-10,F,56.7,69.5,71.7,26.8,,52,within_review_threshold
franklin-regional-transit-authority-frta,Franklin Regional Transit Authority (FRTA),2026-07-10,C,77.7,88.0,86.7,56.1,,52,within_review_threshold
franklin-transit-authority,Franklin Transit Authority,2026-07-10,C,71.7,100.0,36.7,60.0,,22,within_review_threshold
franklin-transit-authority-361,Franklin Transit Authority,2026-07-10,C,71.7,100.0,36.7,60.0,,22,within_review_threshold
frederick-county-transit,Frederick County TransIT,2026-07-10,F,34.3,25.0,0.0,74.8,,-497,within_review_threshold
frederick-county-transit-2432,Frederick County TransIT,2026-07-10,F,50.2,28.8,50.0,58.0,78.0,30,within_review_threshold
fredericksburg-regional-transit,Fredericksburg Regional Transit,2026-07-10,F,25.8,21.5,0.0,52.5,,-922,within_review_threshold
fredericksburg-regional-transit-2430,Fredericksburg Regional Transit,2026-07-10,F,38.6,61.5,0.0,37.5,,-466,within_review_threshold
freedom-cruise-line,Freedom Cruise Line,2026-07-10,F,53.7,80.0,0.0,60.0,,-49,within_review_threshold
freedom-cruise-line-425,Freedom Cruise Line,2026-07-10,F,53.7,80.0,0.0,60.0,,-49,within_review_threshold
fresno-area-express-fax,Fresno Area Express (FAX),2026-07-10,F,50.6,68.0,50.0,26.7,,30,within_review_threshold
froggy-transportation,Froggy Transportation,2026-07-10,B,82.4,79.0,85.0,85.0,,174,within_review_threshold
gainesville-regional-transit-system,Gainesville Regional Transit System,2026-07-10,F,40.9,66.8,0.0,37.5,,-1419,within_review_threshold
gainesville-regional-transit-system-2412,Gainesville Regional Transit System,2026-07-10,F,47.6,71.2,0.0,52.5,,-327,within_review_threshold
gallup-express,Gallup Express,2026-07-10,F,59.1,83.5,0.0,72.3,,-70,within_review_threshold
gallup-express-462,Gallup Express,2026-07-10,F,59.1,83.5,0.0,72.3,,-70,within_review_threshold
galveston-island-transit,Galveston Island Transit,2026-07-10,C,71.2,49.8,98.3,79.6,,59,within_review_threshold
garden-of-the-gods,Garden of the Gods,2026-07-10,F,45.5,71.8,0.0,45.0,,-1135,within_review_threshold
garden-of-the-gods-879,Garden of the Gods,2026-07-10,F,45.5,71.8,0.0,45.0,,-1135,within_review_threshold
georgia-tech-trolley-stinger-shuttles,Georgia Tech Trolley & Stinger Shuttles,2026-07-10,F,37.4,66.5,0.0,26.7,,-4451,within_review_threshold
get-around-town-express,Get Around Town Express,2026-07-10,F,46.7,74.5,0.0,45.0,,-556,within_review_threshold
glendale-beeline,Glendale Beeline,2026-07-10,F,49.1,85.5,0.0,37.5,,-1409,within_review_threshold
glendora-transportation-division,Glendora Transportation Division,2026-07-10,F,35.7,40.0,0.0,58.1,,-1287,within_review_threshold
glendora-transportation-division-3097,Glendora Transportation Division,2026-07-10,D,64.3,90.0,35.0,51.8,,21,within_review_threshold
glenn-transit-service,Glenn Transit Service,2026-07-10,F,33.5,33.8,0.0,60.0,,-1347,within_review_threshold
glenn-transit-service-2207,Glenn Transit Service,2026-07-10,F,49.7,70.8,0.0,60.0,,-435,within_review_threshold
glenn-transit-service-3094,Glenn Transit Service,2026-07-10,B,85.2,94.8,100.0,60.0,,174,within_review_threshold
glenn-transit-service-835,Glenn Transit Service,2026-07-10,F,33.5,33.8,0.0,60.0,,-1347,within_review_threshold
gloversville-transit-services,Gloversville Transit Services,2026-07-10,F,30.2,43.0,0.0,36.6,,-922,within_review_threshold
gloversville-transit-system,Gloversville Transit System,2026-07-10,F,32.2,47.0,0.0,37.2,,-56,within_review_threshold
go-transit,GO Transit,2026-07-10,B,87.5,100.0,100.0,59.9,,113,within_review_threshold
go-transit-397,GO Transit,2026-07-10,B,87.5,100.0,100.0,59.9,,113,within_review_threshold
go-west-shuttle,Go West Shuttle,2026-07-10,F,48.5,68.0,0.0,60.0,,-1651,within_review_threshold
go-west-shuttle-623,Go West Shuttle,2026-07-10,F,48.5,68.0,0.0,60.0,,-1651,within_review_threshold
gocary,GoCary,2026-07-10,F,52.8,78.0,0.0,59.7,,-556,within_review_threshold
gocary-2277,GoCary,2026-07-10,B,81.1,96.0,100.0,45.0,,147,within_review_threshold
gocary-375,GoCary,2026-07-10,F,52.8,78.0,0.0,59.7,,-556,within_review_threshold
godurham,GoDurham,2026-07-10,F,38.0,43.8,0.0,60.2,,-191,within_review_threshold
godurham-377,GoDurham,2026-07-10,F,38.0,43.8,0.0,60.2,,-191,within_review_threshold
gold-coast-transit-south-coast-area-transit,"Gold Coast Transit, South Coast Area Transit",2026-07-10,F,46.0,19.5,85.0,51.9,,176,within_review_threshold
golden-empire-transit-district-get,Golden Empire Transit District (GET),2026-07-10,B,89.1,82.0,100.0,90.3,,539,within_review_threshold
golden-gate-national-recreation-area-alcatraz-island,Alcatraz Cruises Ferry,2026-07-10,A,92.2,100.0,100.0,75.0,,114,within_review_threshold
golden-gate-transit,Golden Gate Transit,2026-07-10,D,69.1,73.2,85.0,50.5,,64,within_review_threshold
gotriangle,GoTriangle,2026-07-10,F,50.2,72.0,0.0,60.0,,-556,within_review_threshold
gotriangle-3183,GoTriangle,2026-07-10,F,54.2,58.0,36.7,62.9,,22,within_review_threshold
gotriangle-374,GoTriangle,2026-07-10,F,50.2,72.0,0.0,60.0,,-556,within_review_threshold
gowal,GoWal,2026-07-10,F,47.6,66.0,0.0,60.0,,-1074,within_review_threshold
graham-transit,Graham Transit,2026-07-10,B,80.2,94.0,100.0,45.0,,206,within_review_threshold
graham-transit-611,Graham Transit,2026-07-10,B,80.2,94.0,100.0,45.0,,206,within_review_threshold
grand-canyon-national-park,South Rim Shuttle,2026-07-10,A,98.2,96.0,100.0,100.0,,63,within_review_threshold
grand-valley-transit,Grand Valley Transit,2026-07-10,F,55.2,78.0,0.0,67.5,,-247,within_review_threshold
grand-valley-transit-2288,Flex,2026-07-10,D,64.4,94.0,36.7,45.0,,22,within_review_threshold
grant-transit-authority,Grant Transit Authority,2026-07-10,C,79.1,82.0,100.0,58.4,,265,within_review_threshold
grapeline,GrapeLine,2026-07-10,C,75.5,78.0,100.0,52.5,,1086,within_review_threshold
grays-harbor-transit,Grays Harbor Transit,2026-07-10,A,95.0,88.8,100.0,99.7,,112,within_review_threshold
grays-harbor-transit-263,Grays Harbor Transit,2026-07-10,A,95.0,88.8,100.0,99.7,,112,within_review_threshold
greater-attleboro-taunton-regional-transit-authority-gatra,Greater Attleboro Taunton Regional Transit Authority (GATRA),2026-07-10,F,35.7,65.5,0.0,22.4,,-446,within_review_threshold
greater-attleboro-taunton-regional-transit-authority-gatra-418,Greater Attleboro Taunton Regional Transit Authority (GATRA),2026-07-10,F,35.7,65.5,0.0,22.4,,-446,within_review_threshold
greater-bridgeport-transit,Greater Bridgeport Transit,2026-07-10,C,75.2,72.0,100.0,60.0,,170,within_review_threshold
greater-bridgeport-transit-530,Greater Bridgeport Transit,2026-07-10,C,75.2,72.0,100.0,60.0,,170,within_review_threshold
greater-cleveland-regional-transit-authority,Greater Cleveland Regional Transit Authority,2026-07-10,F,20.6,5.5,36.7,45.3,0.0,22,within_review_threshold
greater-dayton-regional-transit-authority-greater-dayton-rta,Greater Dayton Regional Transit Authority (Greater Dayton RTA),2026-07-10,C,76.0,64.0,95.0,77.5,,57,within_review_threshold
greater-glens-falls-transit,Greater Glens Falls Transit,2026-07-10,F,20.2,27.5,0.0,26.3,,-922,within_review_threshold
greater-lynchburg-transit-co,Greater Lynchburg Transit Co.,2026-07-10,B,81.4,86.0,100.0,60.2,,174,within_review_threshold
greater-lynchburg-transit-co-381,Greater Lynchburg Transit Co.,2026-07-10,B,81.4,86.0,100.0,60.2,,174,within_review_threshold
greater-peoria-mass-transit-citylink,Greater Peoria Mass Transit (CityLink),2026-07-10,F,36.7,41.2,0.0,59.9,,-1679,within_review_threshold
greater-peoria-mass-transit-citylink-2208,Greater Peoria Mass Transit (CityLink),2026-07-10,D,64.8,67.0,95.0,37.5,,57,within_review_threshold
greater-peoria-mass-transit-citylink-386,Greater Peoria Mass Transit (CityLink),2026-07-10,F,36.7,41.2,0.0,59.9,,-1679,within_review_threshold
greater-portland-metro-bus,Greater Portland Metro Bus,2026-07-10,F,23.5,37.5,0.0,22.6,,-1161,within_review_threshold
greater-portland-metro-bus-2642,Greater Portland Metro Bus,2026-07-10,F,56.0,75.5,35.0,20.7,87.2,30,within_review_threshold
greeley-evans-transit-get-2076,Greeley-Evans Transit (GET),2026-07-10,B,80.0,92.0,86.7,57.9,,52,within_review_threshold
green-bay-metro,Green Bay Metro,2026-07-10,F,26.9,55.5,0.0,8.3,,-2017,within_review_threshold
green-mountain-community-network-gmcn,Green Mountain Community Network (GMCN),2026-07-10,C,78.0,87.5,100.0,47.0,,206,within_review_threshold
green-mountain-community-network-gmcn-539,Green Mountain Community Network (GMCN),2026-07-10,C,78.0,87.5,100.0,47.0,,206,within_review_threshold
greene-county-transit,Greene County Transit,2026-07-10,F,54.8,47.5,100.0,28.8,,175,within_review_threshold
greensboro-transit-authority-gta,Greensboro Transit Authority (GTA),2026-07-10,F,47.6,66.0,0.0,60.0,,-497,within_review_threshold
greensville-emporia-transit,Greensville Emporia Transit,2026-07-10,D,66.5,90.0,35.0,58.9,,21,within_review_threshold
greensville-emporia-transit-463,Greensville Emporia Transit,2026-07-10,D,66.5,90.0,35.0,58.9,,21,within_review_threshold
groome-transportation,Groome Transportation,2026-07-10,F,37.6,43.2,0.0,59.9,,-1287,within_review_threshold
groome-transportation-319,Groome Transportation,2026-07-10,F,37.6,43.2,0.0,59.9,,-1287,within_review_threshold
groome-transportation-arizona-shuttle,Groome Transportation - Arizona Shuttle,2026-07-10,F,44.1,58.0,0.0,60.0,,-1287,within_review_threshold
groome-transportation-arizona-shuttle-156,Groome Transportation - Arizona Shuttle,2026-07-10,F,44.1,58.0,0.0,60.0,,-1287,within_review_threshold
groome-transportation-colorado-springs-shuttle,Groome Transportation - Colorado Springs Shuttle,2026-07-10,F,49.4,70.0,0.0,60.0,,-1287,within_review_threshold
groome-transportation-colorado-springs-shuttle-168,Groome Transportation - Colorado Springs Shuttle,2026-07-10,F,49.4,70.0,0.0,60.0,,-1287,within_review_threshold
groome-transportation-greenride,Groome Transportation (Greenride),2026-07-10,F,45.0,60.0,0.0,60.0,,-1347,within_review_threshold
grtc-transit-system,GRTC Transit System,2026-07-10,F,31.8,54.0,0.0,26.0,,-783,within_review_threshold
gtrans,GTrans,2026-07-10,F,23.0,9.8,0.0,60.0,,-1043,within_review_threshold
gtrans-2270,GTrans,2026-07-10,D,66.1,88.0,13.3,77.5,,8,within_review_threshold
gtrans-616,GTrans,2026-07-10,F,23.0,9.8,0.0,60.0,,-1043,within_review_threshold
guadalupe-flyer,Guadalupe Flyer,2026-07-10,F,47.5,76.5,0.0,45.0,,-355,within_review_threshold
guadalupe-flyer-617,Guadalupe Flyer,2026-07-10,F,47.5,76.5,0.0,45.0,,-355,within_review_threshold
guemes-island-ferry,Guemes Island Ferry,2026-07-10,C,74.7,81.5,100.0,45.0,,313,within_review_threshold
gulf-islands-national-seashore,Pensacola Bay City Ferry,2026-07-10,A,96.5,92.0,100.0,100.0,,113,within_review_threshold
gulf-islands-national-seashore-3210,Ship Island Excursions,2026-07-10,A,98.2,96.0,100.0,100.0,,114,within_review_threshold
gunnison-valley-rta,Flex v2 included,2026-07-10,C,75.5,94.0,100.0,30.0,,114,within_review_threshold
gunnison-valley-transportation-authority-rta,Gunnison Valley Transportation Authority (RTA),2026-07-10,A,98.2,96.0,100.0,100.0,,138,within_review_threshold
gunnison-valley-transportation-authority-rta-163,Gunnison Valley Transportation Authority (RTA),2026-07-10,A,98.2,96.0,100.0,100.0,,138,within_review_threshold
gwinnett-county-transit,Gwinnett County Transit,2026-07-10,F,42.4,59.2,0.0,52.7,,-2016,within_review_threshold
gwinnett-county-transit-2241,Gwinnett County Transit,2026-07-10,C,71.7,80.0,100.0,37.5,,169,within_review_threshold
gwinnett-county-transit-369,Gwinnett County Transit,2026-07-10,F,42.4,59.2,0.0,52.7,,-2016,within_review_threshold
hampton-roads-transit-hrt,Hampton Roads Transit (HRT),2026-07-10,D,62.3,69.2,100.0,22.6,,106,within_review_threshold
harbor-connector,Harbor Connector,2026-07-10,B,81.4,86.0,100.0,60.0,,113,within_review_threshold
harbor-connector-618,Harbor Connector,2026-07-10,B,81.4,86.0,100.0,60.0,,113,within_review_threshold
harford-transit-link,Harford Transit LINK,2026-07-10,F,32.0,46.5,0.0,37.2,,-1287,within_review_threshold
harney-county,Harney County,2026-07-10,C,78.7,87.5,86.7,60.0,,52,within_review_threshold
harrisonburg-department-of-public-transportation-hdpt,HDPT,2026-07-10,F,30.4,32.0,0.0,52.5,,-1889,within_review_threshold
hawai-i-mass-transit-agency-hele-on-bus,Hawai'i Mass Transit Agency (Hele-On Bus),2026-07-10,F,51.9,65.0,0.0,75.0,,-928,within_review_threshold
herkimer-oneida-counties-transportation-study-hocts,Herkimer-Oneida Counties Transportation Study (HOCTS),2026-07-10,F,24.9,31.5,0.0,35.7,,-1652,within_review_threshold
hernando-county-transit-thebus,Hernando County Transit (TheBus),2026-07-10,F,50.2,82.5,0.0,45.0,,-3477,within_review_threshold
hernando-county-transit-thebus-341,Hernando County Transit (TheBus),2026-07-10,F,50.2,82.5,0.0,45.0,,-3477,within_review_threshold
hiawathaland-transit,Hiawathaland Transit,2026-07-10,C,76.2,84.0,100.0,46.3,,83,within_review_threshold
high-desert-point,High Desert Point,2026-07-10,F,31.3,71.5,0.0,0.0,,,unknown
high-desert-point-636,High Desert Point,2026-07-10,F,31.3,71.5,0.0,0.0,,,unknown
hillsborough-area-regional-transit-hart,Hillsborough Area Regional Transit (HART),2026-07-10,F,55.7,82.0,60.0,60.0,0.0,36,within_review_threshold
homage-d-arling-direct,Homage: DʼArling Direct,2026-07-10,F,48.8,79.5,0.0,45.0,,-375,within_review_threshold
home-james,Home James,2026-07-10,B,83.2,91.5,100.0,58.3,,132,within_review_threshold
home-james-607,Home James,2026-07-10,B,83.2,91.5,100.0,58.3,,132,within_review_threshold
hope-college-evening-shuttle,Hope College Evening Shuttle,2026-07-10,B,81.1,96.0,100.0,45.0,,667,within_review_threshold
hopelink-transportation,Hopelink Transportation,2026-07-10,F,59.7,94.0,36.7,30.0,,22,within_review_threshold
hornell-area-transit,Hornell Area Transit,2026-07-10,F,38.6,65.5,13.3,21.2,,8,within_review_threshold
hudson-link,Hudson Link,2026-07-10,B,82.7,100.0,100.0,44.5,,83,within_review_threshold
humboldt-transit-authority,Humboldt Transit Authority,2026-07-10,C,78.2,87.0,100.0,100.0,13.9,174,within_review_threshold
humboldt-transit-authority-19,Humboldt Transit Authority,2026-07-10,B,82.1,87.0,100.0,100.0,33.3,174,within_review_threshold
humboldt-transit-authority-3032,Humboldt Transit Authority,2026-07-10,A,90.7,79.0,100.0,99.7,,174,within_review_threshold
huntington-area-rapid-transit-hart,Huntington Area Rapid Transit (HART),2026-07-10,C,73.8,79.5,100.0,45.0,,176,within_review_threshold
huntington-park-express,Huntington Park Express,2026-07-10,F,44.9,70.5,0.0,45.0,,-556,within_review_threshold
huntington-park-express-2648,Huntington Park Express,2026-07-10,F,48.8,79.5,0.0,45.0,,-40,within_review_threshold
huntsville-shuttle,Huntsville Shuttle,2026-07-10,F,46.7,80.0,0.0,37.5,,-1287,within_review_threshold
huntsville-shuttle-2081,Huntsville Shuttle,2026-07-10,C,72.3,90.0,85.0,37.5,,174,within_review_threshold
hut-airport-shuttle,HUT Airport Shuttle,2026-07-10,F,31.5,72.0,0.0,0.0,,,unknown
hut-airport-shuttle-635,HUT Airport Shuttle,2026-07-10,F,31.5,72.0,0.0,0.0,,,unknown
hy-line-cruises,Hy-Line Cruises,2026-07-10,B,81.2,85.5,100.0,60.0,,114,within_review_threshold
hy-line-cruises-427,Hy-Line Cruises,2026-07-10,B,81.2,85.5,100.0,60.0,,114,within_review_threshold
i-ride-trolley-i-ride,I-RIDE Trolley (I-RIDE),2026-07-10,D,69.5,83.5,85.0,37.5,,8576,unusually_distant
indian-trails-detroit-ann-arbor-express,"Indian Trails, Detroit Ann Arbor Express",2026-07-10,F,56.1,80.0,0.0,67.5,,-556,within_review_threshold
indian-trails-detroit-ann-arbor-express-384,"Indian Trails, Detroit Ann Arbor Express",2026-07-10,F,56.1,80.0,0.0,67.5,,-556,within_review_threshold
indygo,IndyGo,2026-07-10,F,37.4,48.0,0.0,52.4,,-867,within_review_threshold
inter-island-ferry,Inter-Island Ferry,2026-07-10,B,82.4,96.0,86.7,60.0,,52,within_review_threshold
inter-island-ferry-243,Inter-Island Ferry,2026-07-10,B,82.4,96.0,86.7,60.0,,52,within_review_threshold
intercity-transit,Intercity Transit,2026-07-10,B,83.5,88.0,100.0,52.5,98.1,64,within_review_threshold
intercity-transit-2289,Intercity Transit,2026-07-10,C,75.5,94.0,100.0,30.0,,295,within_review_threshold
interurban-trolley,Interurban Trolley,2026-07-10,B,85.2,84.8,100.0,74.0,,174,within_review_threshold
iowa-city-transit-system,Iowa City Transit System,2026-07-10,C,74.9,100.0,86.7,30.3,,52,within_review_threshold
iowa-city-transit-system-559,Iowa City Transit System,2026-07-10,C,74.9,100.0,86.7,30.3,,52,within_review_threshold
island-transit,Island Transit,2026-07-10,C,74.7,72.0,100.0,58.3,,83,within_review_threshold
jackson-transit-authority,Jackson Transit Authority,2026-07-10,F,59.5,94.0,0.0,58.8,,-101,within_review_threshold
jamestown-s-klallam,Jamestown S'klallam,2026-07-10,F,55.5,84.0,0.0,60.0,,-2108,within_review_threshold
jamestown-s-klallam-285,Jamestown S'klallam,2026-07-10,F,55.5,84.0,0.0,60.0,,-2108,within_review_threshold
janesville-transit-system,Janesville Transit System,2026-07-10,B,82.2,90.0,100.0,56.9,,153,within_review_threshold
janesville-transit-system-2239,Janesville Transit System,2026-07-10,F,52.5,77.2,0.0,60.0,,-316,within_review_threshold
janesville-transit-system-393,Janesville Transit System,2026-07-10,B,82.2,90.0,100.0,56.9,,153,within_review_threshold
jaunt-inc,JAUNT Inc,2026-07-10,F,26.2,60.0,0.0,0.0,,,unknown
jeffco-express,JeffCo Express,2026-07-10,F,43.7,64.0,0.0,50.2,,-1926,within_review_threshold
jeffco-express-189,JeffCo Express,2026-07-10,F,43.7,64.0,0.0,50.2,,-1926,within_review_threshold
jefferson-transit-authority,Jefferson Transit Authority,2026-07-10,A,98.0,95.5,100.0,100.0,,327,within_review_threshold
jefferson-transit-authority-838,Jefferson Transit Authority,2026-07-10,A,98.0,95.5,100.0,100.0,,327,within_review_threshold
jfk-airtrain,JFK Airtrain,2026-07-10,F,41.8,79.5,0.0,22.5,,-1652,within_review_threshold
johnson-county-transit,Johnson County Transit,2026-07-10,D,66.4,80.0,100.0,20.4,,174,within_review_threshold
jonesboro-economical-transportation-jet,Jonesboro Economical Transportation (JET),2026-07-10,F,44.1,74.0,0.0,37.5,,-3113,within_review_threshold
josephine-county-transit-jct,Josephine County Transit (JCT),2026-07-10,B,84.9,94.0,100.0,60.0,,175,within_review_threshold
jtran,JTRAN,2026-07-10,F,45.4,62.8,0.0,57.4,,-1652,within_review_threshold
jtran-155,JTRAN,2026-07-10,F,45.4,62.8,0.0,57.4,,-1652,within_review_threshold
jump-around-carson,Jump Around Carson,2026-07-10,F,50.8,84.0,0.0,45.0,,-1652,within_review_threshold
kalamazoo-metro-transit,Kalamazoo Metro Transit,2026-07-10,F,31.8,46.0,0.0,37.5,,-1161,within_review_threshold
kalamazoo-metro-transit-2070,Kalamazoo Metro Transit,2026-07-10,F,31.4,45.0,0.0,37.5,,-677,within_review_threshold
kalispel-tribal-transit-kaltran,Kalispel Tribal Transit (KalTran),2026-07-10,F,56.4,86.0,0.0,60.0,,-769,within_review_threshold
kansas-city-area-transportation-authority-kcata,Kansas City Area Transportation Authority (KCATA),2026-07-10,F,53.6,49.0,100.0,22.8,,85,within_review_threshold
kayak-transit-ctuir,Kayak Transit (CTUIR),2026-07-10,F,46.7,76.0,0.0,43.1,,-375,within_review_threshold
kayak-transit-ctuir-272,Kayak Transit (CTUIR),2026-07-10,F,46.7,76.0,0.0,43.1,,-375,within_review_threshold
keep-tahoe-blue,Emerald Bay Shuttle,2026-07-10,D,65.1,88.0,0.0,85.0,,-268,within_review_threshold
kern-transit,Kern Transit,2026-07-10,B,83.1,89.8,100.0,60.2,,204,within_review_threshold
kern-transit-47,Kern Transit,2026-07-10,B,83.1,89.8,100.0,60.2,,204,within_review_threshold
ketchikan-gateway-borough,The Bus,2026-07-10,B,81.6,65.5,100.0,89.3,,355,within_review_threshold
ketchikan-gateway-borough-244,The Bus,2026-07-10,B,81.6,65.5,100.0,89.3,,355,within_review_threshold
key-west-transit,Key West Transit,2026-07-10,F,44.7,64.0,0.0,53.4,,-543,within_review_threshold
key-west-transit-322,Key West Transit,2026-07-10,F,44.7,64.0,0.0,53.4,,-543,within_review_threshold
kimball-county-transit-service,Kimball County Transit Service,2026-07-10,F,51.9,78.0,0.0,56.8,,-177,within_review_threshold
king-county-metro,King County Metro,2026-07-10,C,78.9,56.8,81.7,92.2,98.3,49,within_review_threshold
kingman-area-regional-transit,Kingman Area Regional Transit,2026-07-10,F,57.2,88.0,0.0,60.0,,-191,within_review_threshold
kings-area-rural-transit,Kings Area Rural Transit,2026-07-10,F,42.4,54.0,0.0,60.0,,-2016,within_review_threshold
kings-area-rural-transit-2204,Kings Area Rural Transit,2026-07-10,C,73.5,84.0,100.0,37.5,,539,within_review_threshold
kings-area-rural-transit-42,Kings Area Rural Transit,2026-07-10,F,42.4,54.0,0.0,60.0,,-2016,within_review_threshold
