id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry,service_horizon_status
university-of-montana-udash-293,University of Montana (UDASH),2026-07-10,F,49.9,74.0,0.0,56.0,,-790,within_review_threshold
upper-arkansas-area-council-of-governments,Flex,2026-07-10,F,57.0,88.0,36.7,30.0,,22,within_review_threshold
upper-merion-rambler,Upper Merion Rambler,2026-07-10,B,81.7,92.0,100.0,52.5,,174,within_review_threshold
usf-bull-runner,USF Bull Runner,2026-07-10,C,70.2,85.0,85.0,37.5,,1635,within_review_threshold
uta,UTA,2026-07-10,F,19.6,0.0,0.0,62.6,,-818,within_review_threshold
uta-2349,UTA,2026-07-10,F,48.2,30.0,60.0,64.1,,36,within_review_threshold
utah-transit-authority-uta,Utah Transit Authority (UTA),2026-07-10,F,48.2,30.0,60.0,64.1,,36,within_review_threshold
utrans,UTrans,2026-07-10,F,48.6,76.0,0.0,49.2,,-404,within_review_threshold
utrans-123,UTrans,2026-07-10,F,48.6,76.0,0.0,49.2,,-404,within_review_threshold
vail-transit,Vail Transit,2026-07-10,B,80.0,88.0,100.0,52.9,,149,within_review_threshold
vail-transit-174,Vail Transit,2026-07-10,B,80.0,88.0,100.0,52.9,,149,within_review_threshold
valley-metro,Valley Metro,2026-07-10,F,46.3,72.2,0.0,47.1,,-3843,within_review_threshold
valley-metro-1239,Valley Metro,2026-07-10,F,46.3,72.2,0.0,47.1,,-3843,within_review_threshold
valley-metro-2274,Valley Metro,2026-07-10,F,33.0,0.0,85.0,37.6,,26837,unusually_distant
valley-metro-2437,Flex,2026-07-10,C,74.3,98.0,88.3,30.0,,53,within_review_threshold
valley-metro-vm,Valley Metro (VM),2026-07-10,B,80.0,83.2,100.0,45.0,98.3,107,within_review_threshold
valley-regional-transit,Valley Regional Transit,2026-07-10,C,78.6,83.5,100.0,37.5,100.0,334,within_review_threshold
valley-retriever-busline,Valley Retriever Busline,2026-07-10,F,44.5,69.5,0.0,45.0,,-3343,within_review_threshold
valley-transit-wi,Valley Transit (WI),2026-07-10,F,47.3,63.5,0.0,62.5,,-922,within_review_threshold
valley-transit-wi-2069,Valley Transit (WI),2026-07-10,D,60.4,61.0,85.0,39.7,,26837,unusually_distant
valparaiso-transit,Valparaiso Transit,2026-07-10,B,84.9,94.0,100.0,60.0,,114,within_review_threshold
valparaiso-transit-620,Valparaiso Transit,2026-07-10,B,84.9,94.0,100.0,60.0,,114,within_review_threshold
ventura-county-transportation-commission,Ventura County Transportation Commission,2026-07-10,F,45.8,62.0,0.0,59.9,,-329,within_review_threshold
ventura-county-transportation-commission-3096,Ventura County Transportation Commission,2026-07-10,B,82.4,99.0,100.0,45.0,,1635,within_review_threshold
ventura-county-transportation-commission-31,Ventura County Transportation Commission,2026-07-10,F,45.8,62.0,0.0,59.9,,-329,within_review_threshold
verde-lynx,Verde Lynx,2026-07-10,F,51.3,74.5,0.0,60.0,,-3477,within_review_threshold
verde-lynx-159,Verde Lynx,2026-07-10,F,51.3,74.5,0.0,60.0,,-3477,within_review_threshold
vermont-translines,Vermont Translines,2026-07-10,B,84.0,92.0,100.0,60.0,,206,within_review_threshold
vermont-translines-450,Vermont Translines,2026-07-10,B,84.0,92.0,100.0,60.0,,206,within_review_threshold
via-metropolitan-transit-via,VIA Metropolitan Transit (VIA),2026-07-10,F,12.4,1.0,0.0,38.2,,-796,within_review_threshold
via-metropolitan-transit-via-2348,VIA Metropolitan Transit (VIA),2026-07-10,F,50.7,57.0,73.3,23.8,,44,within_review_threshold
via-mobility,Via Mobility,2026-07-10,F,50.0,71.8,0.0,59.4,,-496,within_review_threshold
via-mobility-180,Via Mobility,2026-07-10,F,50.0,71.8,0.0,59.4,,-496,within_review_threshold
via-mobility-2395,Via Mobility,2026-07-10,D,65.5,72.8,50.0,44.9,94.2,30,within_review_threshold
victor-valley-transit-authority-vvta,Victor Valley Transit Authority (VVTA),2026-07-10,F,43.7,71.5,0.0,39.8,,-468,within_review_threshold
victor-valley-transit-authority-vvta-99,Victor Valley Transit Authority (VVTA),2026-07-10,F,43.7,71.5,0.0,39.8,,-468,within_review_threshold
village-of-cooperstown-trolly-system,Village of Cooperstown Trolly System,2026-07-10,F,44.7,75.5,0.0,37.5,,-1766,within_review_threshold
vine-transit,VINE Transit,2026-07-10,B,87.8,89.2,100.0,76.0,,113,within_review_threshold
vineyard-fast-ferry,Vineyard Fast Ferry,2026-07-10,C,76.5,85.5,100.0,45.0,,94,within_review_threshold
vineyard-fast-ferry-419,Vineyard Fast Ferry,2026-07-10,C,76.5,85.5,100.0,45.0,,94,within_review_threshold
virginia-breeze,Virginia Breeze,2026-07-10,F,40.4,61.5,0.0,43.1,,-1470,within_review_threshold
virginia-railway-express-vre,Virginia Railway Express (VRE),2026-07-10,F,28.3,54.0,0.0,37.5,0.0,-588,within_review_threshold
virginia-regional-transit,Virginia Regional Transit,2026-07-10,B,83.2,91.8,100.0,57.7,,113,within_review_threshold
virginia-regional-transit-2445,Flex,2026-07-10,C,75.8,81.8,88.3,57.3,,53,within_review_threshold
virginia-regional-transit-621,Virginia Regional Transit,2026-07-10,B,83.2,91.8,100.0,57.7,,113,within_review_threshold
votran,Votran,2026-07-10,F,39.2,37.2,0.0,38.0,83.3,-1637,within_review_threshold
vtrans,Springfield MicroMoo,2026-07-10,D,62.8,43.8,100.0,59.5,,83,within_review_threshold
wahkiakum-ferry,Wahkiakum Ferry,2026-07-10,F,48.5,68.0,0.0,60.0,,-982,within_review_threshold
wahkiakum-ferry-2193,Wahkiakum Ferry,2026-07-10,B,83.1,90.0,100.0,60.0,,144,within_review_threshold
wahkiakum-ferry-604,Wahkiakum Ferry,2026-07-10,F,48.5,68.0,0.0,60.0,,-982,within_review_threshold
wahkiakum-on-the-move,Wahkiakum on the Move,2026-07-10,B,81.8,89.2,100.0,56.9,,113,within_review_threshold
wahkiakum-on-the-move-249,Wahkiakum on the Move,2026-07-10,B,81.8,89.2,100.0,56.9,,113,within_review_threshold
wallowa-community-connection-wcc-northeast-oregon-public-transit,"Wallowa Community Connection (WCC), Northeast Oregon Public Transit",2026-07-10,B,80.1,90.0,100.0,50.3,,144,within_review_threshold
washington-county-transit,Washington County Transit,2026-07-10,F,29.4,51.0,0.0,22.8,,-1744,within_review_threshold
washington-county-transit-2286,Washington County Transit,2026-07-10,C,78.3,90.0,100.0,44.7,,175,within_review_threshold
washington-metropolitan-area-transit-authority-wmata,Bus,2026-07-10,F,39.9,59.0,0.0,45.0,,-566,within_review_threshold
washington-metropolitan-area-transit-authority-wmata-1847,Rail,2026-07-10,F,26.7,27.0,0.0,47.7,,-637,within_review_threshold
washington-park-shuttle,Washington Park Shuttle,2026-07-10,F,58.5,100.0,46.7,30.0,33.3,28,within_review_threshold
washington-state-department-of-transportation-wsdot-apple-line,Washington State Department of Transportation (WSDOT Apple Line),2026-07-10,C,70.1,65.5,100.0,52.5,,174,within_review_threshold
washington-state-ferries,Washington State Ferries,2026-07-10,D,65.4,72.0,70.0,52.5,,51,within_review_threshold
washington-state-ferries-1331,Washington State Ferries,2026-07-10,F,37.3,41.2,11.7,52.5,,16,within_review_threshold
water-avenue-shuttle,Water Avenue Shuttle,2026-07-10,F,41.5,73.5,0.0,30.0,,-2247,within_review_threshold
watertown-citibus,Watertown Citibus,2026-07-10,F,45.7,76.5,0.0,39.2,,-191,within_review_threshold
watertown-citibus-2881,Watertown Citibus,2026-07-10,D,63.7,95.5,50.0,30.0,,30,within_review_threshold
waukesha-metro-transit,Waukesha Metro Transit,2026-07-10,F,51.6,76.0,0.0,58.7,,-404,within_review_threshold
waukesha-metro-transit-396,Waukesha Metro Transit,2026-07-10,F,51.6,76.0,0.0,58.7,,-404,within_review_threshold
wave-transit,fixed route,2026-07-10,C,72.6,82.0,100.0,37.5,,174,within_review_threshold
wave-transit-1861,fixed route,2026-07-10,F,44.1,74.0,0.0,37.5,,-1228,within_review_threshold
wave-transit-1862,UNCW Seahawk Shuttle,2026-07-10,F,50.3,77.5,0.0,52.5,,-1158,within_review_threshold
wave-transit-2026,UNCW Seahawk Shuttle,2026-07-10,F,48.2,83.5,0.0,37.5,,-428,within_review_threshold
west-berkeley-shuttle,West Berkeley Shuttle,2026-07-10,F,47.3,70.0,0.0,53.3,,-1652,within_review_threshold
west-berkeley-shuttle-622,West Berkeley Shuttle,2026-07-10,F,47.3,70.0,0.0,53.3,,-1652,within_review_threshold
westcat,WestCAT,2026-07-10,C,75.7,80.8,86.7,59.9,,52,within_review_threshold
westcat-78,WestCAT,2026-07-10,C,75.7,80.8,86.7,59.9,,52,within_review_threshold
westchester-county-bee-line-system-wcdot,Westchester County Bee-Line System (WCDOT),2026-07-10,D,62.5,51.0,100.0,48.5,,67,within_review_threshold
westchester-county-bee-line-system-wcdot-2353,Westchester County Bee-Line System (WCDOT),2026-07-10,F,30.4,53.2,0.0,22.8,,-313,within_review_threshold
western-reserve-transit-authority,Western Reserve Transit Authority,2026-07-10,F,16.9,22.5,0.0,22.5,,-2043,within_review_threshold
whatcom-transportation-authority,Whatcom Transportation Authority,2026-07-10,A,94.2,92.0,100.0,92.5,,71,within_review_threshold
wheatland-ferry,Wheatland Ferry,2026-07-10,B,82.2,88.0,100.0,60.0,,113,within_review_threshold
whitehorse-transit,Whitehorse Transit (Yukon),2026-07-10,F,58.7,69.5,85.0,22.5,,8939,unusually_distant
wichita-transit,Wichita Transit,2026-07-10,F,11.7,0.0,0.0,37.5,,-1057,within_review_threshold
williamsburg-area-transit-authority,Williamsburg Area Transit Authority,2026-07-10,F,43.0,55.2,0.0,60.4,,-1106,within_review_threshold
williamsburg-area-transit-authority-2438,Flex,2026-07-10,C,78.5,90.0,100.0,45.1,,114,within_review_threshold
williamsburg-area-transit-authority-2649,Williamsburg Area Transit Authority,2026-07-10,F,58.6,87.5,36.7,35.6,,31,within_review_threshold
williamsburg-area-transit-authority-901,Williamsburg Area Transit Authority,2026-07-10,F,43.0,55.2,0.0,60.4,,-1106,within_review_threshold
williamsburg-area-transit-authority-wata,Williamsburg Area Transit Authority (WATA),2026-07-10,F,35.1,37.2,0.0,60.1,,-1106,within_review_threshold
winter-park-transit,Winter Park Transit,2026-07-10,C,78.8,88.0,100.0,49.1,,127,within_review_threshold
winter-park-transit-175,Winter Park Transit,2026-07-10,C,78.8,88.0,100.0,49.1,,127,within_review_threshold
wintran,WinTran,2026-07-10,C,74.9,82.0,100.0,45.0,,206,within_review_threshold
wintran-608,WinTran,2026-07-10,C,74.9,82.0,100.0,45.0,,206,within_review_threshold
woodburn-transit-service-wts,Woodburn Transit Service (WTS),2026-07-10,B,83.6,100.0,86.7,58.1,,52,within_review_threshold
worcester-regional-transit-authority-wrta,Worcester Regional Transit Authority (WRTA),2026-07-10,F,54.3,75.5,38.3,37.5,,32,within_review_threshold
worcester-regional-transit-authority-wrta-432,Worcester Regional Transit Authority (WRTA),2026-07-10,F,54.3,75.5,38.3,37.5,,32,within_review_threshold
xpress,Xpress,2026-07-10,F,56.7,76.0,0.0,75.0,,-1106,within_review_threshold
xpress-1118,Xpress,2026-07-10,F,56.7,76.0,0.0,75.0,,-1106,within_review_threshold
xpress-2355,Xpress,2026-07-10,F,26.2,60.0,0.0,0.0,,,unknown
yakima-transit,Yakima Transit,2026-07-10,F,28.4,9.2,85.0,10.0,,3461,within_review_threshold
yamhill-county-transit-area,Yamhill County Transit Area,2026-07-10,B,81.7,92.0,100.0,52.5,,539,within_review_threshold
yankee-line,Yankee Line,2026-07-10,B,87.5,100.0,100.0,60.0,,83,within_review_threshold
yankee-line-443,Yankee Line,2026-07-10,B,87.5,100.0,100.0,60.0,,83,within_review_threshold
yates-transit-service,Yates Transit Service,2026-07-10,F,34.7,61.5,0.0,25.0,,-191,within_review_threshold
yolo-county-transportation-district-yolobus,Yolo County Transportation District (Yolobus),2026-07-10,F,55.4,82.0,0.0,62.4,,-159,within_review_threshold
yolobus,Yolobus (Yolo County Transportation District),2026-07-10,B,82.2,90.0,83.3,62.4,92.2,59,within_review_threshold
yosemite-area-regional-transportation-system-yarts,Yosemite Area Regional Transportation System (YARTS),2026-07-10,F,53.7,80.0,0.0,60.0,,-283,within_review_threshold
yosemite-area-regional-transportation-system-yarts-2394,Yosemite Area Regional Transportation System (YARTS),2026-07-10,F,47.5,65.8,0.0,60.0,,-50,within_review_threshold
yosemite-area-regional-transportation-system-yarts-88,Yosemite Area Regional Transportation System (YARTS),2026-07-10,F,53.7,80.0,0.0,60.0,,-283,within_review_threshold
yuba-sutter-transit,Yuba-Sutter Transit,2026-07-10,C,79.3,82.0,100.0,59.1,,174,within_review_threshold
yuba-sutter-transit-79,Yuba-Sutter Transit,2026-07-10,C,79.3,82.0,100.0,59.1,,174,within_review_threshold
yuma-county-intergovernmental-public-transportation-authority-ycipta,Yuma County Intergovernmental Public Transportation Authority (YCIPTA),2026-07-10,D,69.3,83.0,85.0,37.5,,175,within_review_threshold
